temperature_c,humidity_pct,pressure_hpa,lat,lon,co2_ppm,mq135_raw,mq5_raw,dust_mg_m3,gp2y1010_raw,eco_index,air_state,pollution_type,timestamp,co2_dust_ratio,mq135_mq5_ratio,co2_norm,dust_norm,mq135_norm,mq5_norm,temp_deviation,humidity_deviation,stuffy_score,gas_danger_score
25.554792228901512,57.9888103726813,1005.8270214476166,46.72775052094455,74.98497524332666,799,3810,704,0.018768320212964783,161,37,moderate,voc_chemicals,2025-11-15T16:18:59.645249,40.4182040452778,5.404255319148936,0.249375,0.06256106737654928,0.9304029304029304,0.17191697191697192,3.554792228901512,7.9888103726813,0.4633305948777236,1.2742368742368742
27.09299355678249,84.82459300389976,1003.1282349254765,51.716463032525006,73.62688873587948,648,2985,866,0.20204915257182124,2025,54,polluted,smoke,2025-11-02T09:18:59.638180,3.1913455032558855,3.442906574394464,0.155,0.6734971752394041,0.7289377289377289,0.21147741147741148,5.092993556782488,34.824593003899764,0.5496633626652705,1.1518925518925518
23.127025446684016,36.503687048191416,1024.9609988855334,43.4023376452917,74.1570968797948,675,3331,790,0.030462259414438322,340,31,moderate,voc_chemicals,2025-11-19T17:18:59.645249,21.454276093414837,4.211125158027813,0.171875,0.10154086471479441,0.8134310134310134,0.19291819291819293,1.1270254466840157,13.496312951808584,0.2463998875752921,1.1992673992673992
11.290951828803792,35.440701192113764,1020.9481818354024,49.48384344788025,75.54346514780823,447,1247,572,0.011258196606003372,116,20,clean,clean_air,2025-11-09T08:18:59.623661,36.46539653158154,2.176265270506108,0.029375,0.037527322020011245,0.3045177045177045,0.13968253968253969,10.709048171196208,14.559298807886236,0.15841993432874854,0.5838827838827838
-9.312962273198075,88.97892519095441,1016.9664416184448,44.53067572819269,76.27987963417385,1094,1854,688,0.03762981830718973,307,55,polluted,stuffy,2025-11-11T21:18:59.652775,28.320091782476393,2.690856313497823,0.43375,0.12543272769063243,0.45274725274725275,0.16800976800976802,31.312962273198075,38.97892519095441,0.9734294415890414,0.7887667887667889
7.168552361423984,84.72184853574208,1006.0052685154812,47.432958368668565,73.22114680612937,825,2889,709,0.2580647156817364,2509,76,danger,smoke,2025-11-25T02:18:59.637168,3.1845324741695844,4.069014084507042,0.265625,0.8602157189391213,0.7054945054945055,0.17313797313797313,14.831447638576016,34.72184853574208,0.6989552504198722,1.0517704517704518
11.296895907320362,62.297975483698316,1024.5550139209222,48.24166939386726,75.54410380565376,732,3486,808,0.22103347926643613,2150,67,polluted,smoke,2025-11-18T10:18:59.640174,3.2968001150926134,4.30902348578492,0.2075,0.7367782642214538,0.8512820512820513,0.1973137973137973,10.703104092679638,12.297975483698316,0.4560211805406717,1.245909645909646
-4.547196567705587,61.01871235041642,1019.5833678670526,49.6459366560447,71.2356969295133,561,1775,2711,0.01637572760730222,236,33,moderate,gas_leak,2025-11-01T07:18:59.646958,32.28641773621253,0.6544985250737463,0.100625,0.054585758691007395,0.43345543345543347,0.662026862026862,26.547196567705587,11.018712350416422,0.3423149762858362,1.7575091575091575
0.3883865501314112,72.03245218395779,1021.1588801332581,47.82315333911211,75.11782802994254,409,1393,507,0.012731059623360155,40,24,clean,clean_air,2025-11-07T22:18:59.623661,29.78648489037096,2.7421259842519685,0.005625,0.042436865411200515,0.3401709401709402,0.12380952380952381,21.61161344986859,22.032452183957787,0.2946127294323873,0.5877899877899878
5.005505220044206,81.75537505989186,1009.837772579491,43.08520824021367,75.44917487852436,908,1890,572,0.03546480365248953,358,48,moderate,stuffy,2025-10-29T00:18:59.654286,24.90072368559179,3.298429319371728,0.3175,0.11821601217496511,0.46153846153846156,0.13968253968253969,16.994494779955794,31.75537505989186,0.7423388055438181,0.7409035409035409
25.367944114643464,59.319615321677794,1002.7010636061077,50.29726378658215,71.21452336540172,605,1506,1990,0.02659563630606418,322,22,clean,gas_leak,2025-11-21T09:18:59.650766,21.923756107303472,0.7564038171772979,0.128125,0.08865212102021394,0.3677655677655678,0.48595848595848595,3.367944114643464,9.319615321677794,0.3588836726961507,1.3396825396825398
11.212495208336325,53.976578933547884,1017.4250950909009,46.70453929303225,73.35340852135774,456,816,502,0.014936419383740705,228,19,clean,clean_air,2025-10-30T22:18:59.623661,28.613704811586388,1.6222664015904573,0.035,0.04978806461246902,0.19926739926739928,0.12258852258852258,10.787504791663675,3.9765789335478843,0.24613319993697835,0.4444444444444444
27.080841490165923,74.36061516618494,1019.7584881097678,45.81775239933379,74.99284143735049,541,1730,530,0.08566683832040364,882,30,moderate,dust,2025-11-22T10:18:59.630619,6.242295328692456,3.2580037664783426,0.088125,0.2855561277346788,0.42246642246642246,0.12942612942612944,5.080841490165923,24.360615166184942,0.4022909280490606,0.6813186813186813
7.883629436158994,60.20794028364782,1014.8304961815096,50.56475787691835,73.50951649049577,619,3929,491,0.024362562642327532,228,41,moderate,voc_chemicals,2025-11-20T22:18:59.643741,24.406051104904993,7.985772357723577,0.136875,0.08120854214109177,0.9594627594627595,0.1199023199023199,14.116370563841006,10.207940283647822,0.37268715035578,1.1992673992673992
22.352021425883144,79.84281721590946,1016.0019361650837,48.03175099809937,72.59382664062868,1528,1762,441,0.03161192449632401,286,58,polluted,stuffy,2025-10-29T19:18:59.657850,46.85402727987534,3.986425339366516,0.705,0.10537308165441336,0.4302808302808303,0.1076923076923077,0.35202142588314445,29.842817215909463,1.2199982470590967,0.6456654456654457
-0.3588410351065363,49.689290363059015,1021.165874717869,50.88242772705359,72.73849273640339,562,2071,607,0.20594697989056454,2113,52,polluted,dust,2025-10-31T12:18:59.635003,2.7156714260686035,3.40625,0.10125,0.6864899329685485,0.5057387057387057,0.14822954822954823,22.358841035106536,0.3107096369409845,0.27925381184039166,0.8021978021978022
9.283461078218764,30.33958943523661,1007.8691261563463,46.13455605273495,71.26878631931972,748,2822,1009,0.12890595889771833,1246,54,polluted,smoke,2025-11-25T23:18:59.637168,5.758011459573914,2.794059405940594,0.2175,0.4296865296590611,0.6891330891330891,0.2463980463980464,12.716538921781236,19.66041056476339,0.22694012897556987,1.181929181929182
0.3498185354753858,44.23044008160362,1000.3071821009894,44.820390201303375,74.55434518141887,475,871,425,0.009681030522656536,144,19,clean,clean_air,2025-11-10T01:18:59.630619,44.47136434938866,2.044600938967136,0.046875,0.03227010174218846,0.2126984126984127,0.10378510378510379,21.650181464524614,5.769559918396382,0.21009459038761716,0.4202686202686203
-4.124475574563209,72.78442040344993,1012.4935740323577,49.58912686867542,71.8524528289065,1004,2085,430,0.05542778935483346,651,54,polluted,stuffy,2025-11-18T08:18:59.656678,17.79265166116241,4.837587006960557,0.3775,0.18475929784944486,0.5091575091575091,0.10500610500610501,26.12447557456321,22.78442040344993,0.7307555808506372,0.7191697191697192
24.708899028244552,69.38030564251854,1000.1875866656203,43.62859502625523,74.69646222231503,1047,1544,444,0.026457416333791874,251,35,moderate,stuffy,2025-11-24T19:18:59.654286,38.13177420890311,3.4696629213483146,0.404375,0.08819138777930625,0.37704517704517704,0.10842490842490843,2.708899028244552,19.380305642518536,0.726411800077169,0.5938949938949939
27.563690601594317,65.15473422489472,1008.9033674090532,44.08645360140125,72.82341426297326,531,863,574,0.01758796573153564,162,12,clean,clean_air,2025-11-02T20:18:59.623661,28.566869966793913,1.5008695652173913,0.081875,0.05862655243845214,0.21074481074481075,0.14017094017094017,5.563690601594317,15.154734224894725,0.345971638734191,0.4910866910866911
15.932049433575102,83.85070633453452,1002.7681409885681,44.56514300663419,76.01747867383583,445,1361,322,0.008145631149372216,52,25,clean,clean_air,2025-11-20T15:18:59.623661,48.65711209341153,4.213622291021672,0.028125,0.027152103831240722,0.33235653235653234,0.07863247863247863,6.067950566424898,33.85070633453452,0.3731356431886786,0.4896214896214896
9.118388570368413,76.53476751521521,1023.3686767674527,45.24320325957089,74.42411993781047,629,1563,708,0.1856948087420377,1906,54,polluted,dust,2025-10-29T06:18:59.635003,3.3691349225950344,2.2045133991537376,0.143125,0.6189826958067923,0.38168498168498166,0.1728937728937729,12.881611429631587,26.534767515215208,0.4814036876707037,0.7274725274725274
13.080345293647682,39.95582555953763,1014.7811566795974,51.54997486853402,72.29731576324241,665,1955,2481,0.013437313445487004,222,36,moderate,gas_leak,2025-11-09T20:18:59.646958,46.061201241556056,0.7876712328767124,0.165625,0.044791044818290014,0.47741147741147744,0.6058608058608058,8.919654706352318,10.04417444046237,0.26570623997092524,1.6891330891330891
27.385487054943745,60.95854125141018,1004.6534911961312,50.56979465500774,73.7289313512027,647,3271,1002,0.18261888257665082,1845,49,moderate,smoke,2025-11-17T09:18:59.639175,3.523602752183795,3.2612163509471586,0.154375,0.6087296085888361,0.7987789987789988,0.24468864468864468,5.385487054943745,10.958541251410182,0.3944017618966239,1.2881562881562882
-6.149435540807371,80.8962484422584,1006.187672366822,48.47828375635104,71.29381984290058,1102,1994,468,0.0349087179434133,404,55,polluted,stuffy,2025-10-31T09:18:59.658859,30.688926341970355,4.251599147121535,0.43875,0.116362393144711,0.4869352869352869,0.11428571428571428,28.14943554080737,30.896248442258397,0.8914766578336877,0.7155067155067155
-3.9005563221435313,78.79172289780166,1021.5009847145463,49.71532468700385,71.07553476618543,1642,2388,662,0.058687196610965955,598,75,polluted,stuffy,2025-11-12T12:18:59.655822,27.510087476588332,3.6018099547511313,0.77625,0.19562398870321987,0.5831501831501832,0.16166056166056167,25.90055632214353,28.791722897801662,1.2937600899819033,0.9064713064713066
23.874960692126393,64.22890419359584,1022.4885368671189,43.23723805842595,71.18352854655222,668,2996,839,0.2010008723312473,1947,50,moderate,smoke,2025-11-09T21:18:59.638180,3.306916412244957,3.566666666666667,0.1675,0.6700029077708244,0.7316239316239316,0.20488400488400488,1.8749606921263933,14.228904193595838,0.42904908001322023,1.1413919413919413
9.141363089308207,80.96281818702697,1018.4673545824539,49.28442981303912,76.82149024870154,512,1391,399,0.010103332652238024,47,28,moderate,clean_air,2025-11-23T12:18:59.623661,46.1122814236138,3.4775,0.07,0.03367777550746008,0.3396825396825397,0.09743589743589744,12.858636910691793,30.96281818702697,0.41452962911757807,0.5345543345543345
5.622972315499336,57.40811705898973,1006.0639125981245,49.73393371452875,75.16834618002756,839,3278,1179,0.12313641305605068,1314,59,polluted,smoke,2025-11-11T19:18:59.638180,6.758693757497009,2.7779661016949153,0.274375,0.4104547101868356,0.8004884004884005,0.2879120879120879,16.377027684500664,7.408117058989731,0.48165410212492377,1.3763125763125763
25.26923444728385,71.97713955457544,1000.7832335344935,48.25250119921332,74.68825650764522,839,3213,654,0.2571983807433297,2535,68,polluted,smoke,2025-10-28T13:18:59.635660,3.24943943329387,4.905343511450382,0.274375,0.857327935811099,0.7846153846153846,0.1597069597069597,3.26923444728385,21.977139554575444,0.603888200862888,1.104029304029304
